STATE_CODE,cluster,career_stage,sex,weighted
OK,2,Mid (35-54),Male,133115.0
OK,3,Early (<35),Female,964.0
OK,3,Early (<35),Male,1258.0
OK,3,Late (55+),Female,1954.0
OK,3,Late (55+),Male,3747.0
OK,3,Mid (35-54),Female,2608.0
OK,3,Mid (35-54),Male,10004.0
OR,0,Early (<35),Female,7327.0
OR,0,Early (<35),Male,11357.0
OR,0,Late (55+),Female,12839.0
OR,0,Late (55+),Male,31718.0
OR,0,Mid (35-54),Female,78056.0
OR,0,Mid (35-54),Male,129426.0
OR,1,Early (<35),Female,335101.0
OR,1,Early (<35),Male,356634.0
OR,1,Mid (35-54),Female,181801.0
OR,1,Mid (35-54),Male,172487.0
OR,2,Late (55+),Female,181092.0
OR,2,Late (55+),Male,178168.0
OR,2,Mid (35-54),Female,156865.0
OR,2,Mid (35-54),Male,135655.0
OR,3,Early (<35),Female,462.0
OR,3,Early (<35),Male,300.0
OR,3,Late (55+),Female,1761.0
OR,3,Late (55+),Male,4248.0
OR,3,Mid (35-54),Female,3256.0
OR,3,Mid (35-54),Male,9219.0
PA,0,Early (<35),Female,17800.0
PA,0,Early (<35),Male,30581.0
PA,0,Late (55+),Female,51143.0
PA,0,Late (55+),Male,111401.0
PA,0,Mid (35-54),Female,187214.0
PA,0,Mid (35-54),Male,346677.0
PA,1,Early (<35),Female,987812.0
PA,1,Early (<35),Male,1027579.0
PA,1,Mid (35-54),Female,537345.0
PA,1,Mid (35-54),Male,513234.0
PA,2,Late (55+),Female,694195.0
PA,2,Late (55+),Male,657020.0
PA,2,Mid (35-54),Female,481853.0
PA,2,Mid (35-54),Male,403170.0
PA,3,Early (<35),Female,346.0
PA,3,Early (<35),Male,2543.0
PA,3,Late (55+),Female,4543.0
PA,3,Late (55+),Male,21158.0
PA,3,Mid (35-54),Female,9843.0
PA,3,Mid (35-54),Male,28892.0
RI,0,Early (<35),Female,612.0
RI,0,Early (<35),Male,3008.0
RI,0,Late (55+),Female,5601.0
RI,0,Late (55+),Male,12069.0
RI,0,Mid (35-54),Female,15660.0
RI,0,Mid (35-54),Male,32022.0
RI,1,Early (<35),Female,86900.0
RI,1,Early (<35),Male,91044.0
RI,1,Mid (35-54),Female,46686.0
RI,1,Mid (35-54),Male,42713.0
RI,2,Late (55+),Female,56253.0
RI,2,Late (55+),Male,63099.0
RI,2,Mid (35-54),Female,42617.0
RI,2,Mid (35-54),Male,33925.0
RI,3,Early (<35),Female,37.0
RI,3,Early (<35),Male,878.0
RI,3,Late (55+),Female,496.0
RI,3,Late (55+),Male,1849.0
RI,3,Mid (35-54),Female,611.0
RI,3,Mid (35-54),Male,2118.0
SC,0,Early (<35),Female,3544.0
SC,0,Early (<35),Male,7834.0
SC,0,Late (55+),Female,14068.0
SC,0,Late (55+),Male,39323.0
SC,0,Mid (35-54),Female,53364.0
SC,0,Mid (35-54),Male,123720.0
SC,1,Early (<35),Female,404845.0
SC,1,Early (<35),Male,433105.0
SC,1,Mid (35-54),Female,233529.0
SC,1,Mid (35-54),Male,209981.0
SC,2,Late (55+),Female,264102.0
SC,2,Late (55+),Male,250930.0
SC,2,Mid (35-54),Female,220461.0
SC,2,Mid (35-54),Male,172612.0
SC,3,Early (<35),Female,1199.0
SC,3,Early (<35),Male,1848.0
SC,3,Late (55+),Female,1913.0
SC,3,Late (55+),Male,6884.0
SC,3,Mid (35-54),Female,2720.0
SC,3,Mid (35-54),Male,11491.0
SD,0,Early (<35),Female,89.0
SD,0,Early (<35),Male,715.0
SD,0,Late (55+),Female,1916.0
SD,0,Late (55+),Male,2372.0
SD,0,Mid (35-54),Female,5022.0
SD,0,Mid (35-54),Male,16353.0
SD,1,Early (<35),Female,73944.0
SD,1,Early (<35),Male,87804.0
SD,1,Mid (35-54),Female,44280.0
SD,1,Mid (35-54),Male,36918.0
SD,2,Late (55+),Female,47089.0
SD,2,Late (55+),Male,50978.0
SD,2,Mid (35-54),Female,36358.0
SD,2,Mid (35-54),Male,32670.0
SD,3,Early (<35),Female,40.0
SD,3,Early (<35),Male,629.0
SD,3,Late (55+),Female,226.0
SD,3,Late (55+),Male,1468.0
SD,3,Mid (35-54),Female,951.0
SD,3,Mid (35-54),Male,2843.0
TN,0,Early (<35),Female,6691.0
TN,0,Early (<35),Male,12507.0
TN,0,Late (55+),Female,18563.0
TN,0,Late (55+),Male,54003.0
TN,0,Mid (35-54),Female,73360.0
TN,0,Mid (35-54),Male,146890.0
TN,1,Early (<35),Female,573725.0
TN,1,Early (<35),Male,625219.0
TN,1,Mid (35-54),Female,313153.0
TN,1,Mid (35-54),Male,287896.0
TN,2,Late (55+),Female,335647.0
TN,2,Late (55+),Male,333907.0
TN,2,Mid (35-54),Female,262780.0
TN,2,Mid (35-54),Male,235937.0
TN,3,Early (<35),Female,365.0
TN,3,Early (<35),Male,2031.0
TN,3,Late (55+),Female,2091.0
TN,3,Late (55+),Male,10982.0
TN,3,Mid (35-54),Female,4959.0
TN,3,Mid (35-54),Male,14619.0
TX,0,Early (<35),Female,46763.0
TX,0,Early (<35),Male,106511.0
TX,0,Late (55+),Female,77264.0
TX,0,Late (55+),Male,255932.0
TX,0,Mid (35-54),Female,414259.0
TX,0,Mid (35-54),Male,929852.0
TX,1,Early (<35),Female,2459265.0
TX,1,Early (<35),Male,2742095.0
TX,1,Mid (35-54),Female,1319500.0
TX,1,Mid (35-54),Male,1296177.0
TX,2,Late (55+),Female,1223474.0
TX,2,Late (55+),Male,1233982.0
TX,2,Mid (35-54),Female,1091723.0
TX,2,Mid (35-54),Male,1005037.0
TX,3,Early (<35),Female,3619.0
TX,3,Early (<35),Male,9068.0
TX,3,Late (55+),Female,8835.0
TX,3,Late (55+),Male,40784.0
TX,3,Mid (35-54),Female,18757.0
TX,3,Mid (35-54),Male,73794.0
UT,0,Early (<35),Female,4246.0
UT,0,Early (<35),Male,11376.0
UT,0,Late (55+),Female,7658.0
UT,0,Late (55+),Male,25843.0
UT,0,Mid (35-54),Female,33249.0
UT,0,Mid (35-54),Male,126169.0
UT,1,Early (<35),Female,332081.0
UT,1,Early (<35),Male,395693.0
UT,1,Mid (35-54),Female,140185.0
UT,1,Mid (35-54),Male,138823.0
UT,2,Late (55+),Female,114597.0
UT,2,Late (55+),Male,136008.0
UT,2,Mid (35-54),Female,122150.0
UT,2,Mid (35-54),Male,104806.0
UT,3,Early (<35),Female,199.0
UT,3,Early (<35),Male,699.0
UT,3,Late (55+),Female,705.0
UT,3,Late (55+),Male,3223.0
UT,3,Mid (35-54),Female,1541.0
UT,3,Mid (35-54),Male,12225.0
VA,0,Early (<35),Female,18217.0
VA,0,Early (<35),Male,30437.0
VA,0,Late (55+),Female,49942.0
VA,0,Late (55+),Male,116670.0
VA,0,Mid (35-54),Female,213171.0
VA,0,Mid (35-54),Male,338226.0
VA,1,Early (<35),Female,673191.0
VA,1,Early (<35),Male,709401.0
VA,1,Mid (35-54),Female,356376.0
VA,1,Mid (35-54),Male,337651.0
VA,2,Late (55+),Female,420831.0
VA,2,Late (55+),Male,389912.0
VA,2,Mid (35-54),Female,303034.0
VA,2,Mid (35-54),Male,256205.0
VA,3,Early (<35),Female,421.0
VA,3,Early (<35),Male,2277.0
VA,3,Late (55+),Female,4438.0
VA,3,Late (55+),Male,13957.0
VA,3,Mid (35-54),Female,6103.0
VA,3,Mid (35-54),Male,23304.0
VT,0,Early (<35),Female,912.0
VT,0,Early (<35),Male,1630.0
VT,0,Late (55+),Female,1687.0
VT,0,Late (55+),Male,4394.0
VT,0,Mid (35-54),Female,9160.0
VT,0,Mid (35-54),Male,15709.0
VT,1,Early (<35),Female,49344.0
VT,1,Early (<35),Male,51782.0
VT,1,Mid (35-54),Female,28577.0
VT,1,Mid (35-54),Male,27214.0
VT,2,Late (55+),Female,41734.0
VT,2,Late (55+),Male,39630.0
VT,2,Mid (35-54),Female,25507.0
VT,2,Mid (35-54),Male,21719.0
VT,3,Early (<35),Male,31.0
VT,3,Late (55+),Female,18.0
VT,3,Late (55+),Male,1678.0
VT,3,Mid (35-54),Female,587.0
VT,3,Mid (35-54),Male,1838.0
WA,0,Early (<35),Female,31302.0
WA,0,Early (<35),Male,69572.0
WA,0,Late (55+),Female,37256.0
WA,0,Late (55+),Male,83142.0
WA,0,Mid (35-54),Female,185920.0
WA,0,Mid (35-54),Male,323870.0
WA,1,Early (<35),Female,631813.0
WA,1,Early (<35),Male,657490.0
WA,1,Mid (35-54),Female,307738.0
WA,1,Mid (35-54),Male,312028.0
WA,2,Late (55+),Female,324064.0
WA,2,Late (55+),Male,312782.0
WA,2,Mid (35-54),Female,241041.0
WA,2,Mid (35-54),Male,216247.0
WA,3,Early (<35),Female,2560.0
WA,3,Early (<35),Male,9432.0
WA,3,Late (55+),Female,3457.0
WA,3,Late (55+),Male,10455.0
WA,3,Mid (35-54),Female,8882.0
WA,3,Mid (35-54),Male,34938.0
WI,0,Early (<35),Female,5107.0
WI,0,Early (<35),Male,8840.0
WI,0,Late (55+),Female,10882.0
WI,0,Late (55+),Male,34672.0
WI,0,Mid (35-54),Female,68824.0
WI,0,Mid (35-54),Male,134986.0
WI,1,Early (<35),Female,496974.0
WI,1,Early (<35),Male,534775.0
WI,1,Mid (35-54),Female,277684.0
WI,1,Mid (35-54),Male,252249.0
WI,2,Late (55+),Female,317042.0
WI,2,Late (55+),Male,317799.0
WI,2,Mid (35-54),Female,229570.0
WI,2,Mid (35-54),Male,212790.0
WI,3,Early (<35),Female,628.0
WI,3,Early (<35),Male,2026.0
WI,3,Late (55+),Female,2148.0
WI,3,Late (55+),Male,8826.0
WI,3,Mid (35-54),Female,4126.0
WI,3,Mid (35-54),Male,13399.0
WV,0,Early (<35),Female,21.0
WV,0,Early (<35),Male,1112.0
WV,0,Late (55+),Female,2483.0
WV,0,Late (55+),Male,9324.0
WV,0,Mid (35-54),Female,13152.0
WV,0,Mid (35-54),Male,30348.0
WV,1,Early (<35),Female,120909.0
WV,1,Early (<35),Male,133681.0
WV,1,Mid (35-54),Female,69764.0
WV,1,Mid (35-54),Male,66598.0
WV,2,Late (55+),Female,76026.0
WV,2,Late (55+),Male,80832.0
WV,2,Mid (35-54),Female,66829.0
WV,2,Mid (35-54),Male,59363.0
WV,3,Early (<35),Female,364.0
WV,3,Early (<35),Male,81.0
WV,3,Late (55+),Female,932.0
WV,3,Late (55+),Male,3097.0
WV,3,Mid (35-54),Female,1095.0
WV,3,Mid (35-54),Male,3634.0
WY,0,Early (<35),Female,314.0
WY,0,Early (<35),Male,1050.0
WY,0,Late (55+),Female,460.0
WY,0,Late (55+),Male,3529.0
WY,0,Mid (35-54),Female,5395.0
WY,0,Mid (35-54),Male,14991.0
WY,1,Early (<35),Female,42889.0
WY,1,Early (<35),Male,52740.0
WY,1,Mid (35-54),Female,27512.0
WY,1,Mid (35-54),Male,25828.0
WY,2,Late (55+),Female,28472.0
WY,2,Late (55+),Male,27066.0
WY,2,Mid (35-54),Female,21228.0
WY,2,Mid (35-54),Male,22056.0
WY,3,Early (<35),Female,25.0
WY,3,Late (55+),Female,48.0
WY,3,Late (55+),Male,479.0
WY,3,Mid (35-54),Female,780.0
WY,3,Mid (35-54),Male,1492.0
