fpr,tpr
0.69985836526098,0.9671683006195838
0.7051712997108562,0.968417181830166
0.7105233958397243,0.9696313718960098
0.7157841147176116,0.9709357589381734
0.7212602228299535,0.9720181226540113
0.7265535764403339,0.9732878185514365
0.7320623192851688,0.9743285528935883
0.737531900451012,0.975417854838374
0.7431124397073318,0.9763822686621013
0.7485950747661722,0.9774576941489915
0.7540777098250125,0.978526181406934
0.7595799257233489,0.9795807922069812
0.7648732793337293,0.9808504881044064
0.7703559143925697,0.9819259135912967
0.7758189686119142,0.9830152155360823
0.7813342384032478,0.9840490116492864
0.7869147776595675,0.9850203637019614
0.7925083708088845,0.9859709010677934
0.7983042992996586,0.986713291565195
0.8040610661114411,0.9874903732073351
0.8098961562812069,0.9881911343310507
0.8156920847719811,0.9889265865995046
0.8215467557812428,0.9896065330363771
0.8274536423624935,0.9902240354127205
0.833432325355229,0.9907652172706395
0.8393718466689729,0.9913549667311922
0.8452134637852373,0.9920418513970124
0.8511334042594852,0.9926524155444081
0.8569489135897553,0.993367053126019
0.8629602313149839,0.9938804820681473
0.8689846029332098,0.9943730963234325
0.8750546631769259,0.9948240812050316
0.881144304260138,0.99524731317084
0.8871621489318652,0.9957468656550729
0.8933692750520524,0.9960521477287707
0.8995046047607548,0.9964268120919454
0.9055746650044709,0.9968777969735445
0.911801371964154,0.9971553261314516
0.9178844861008675,0.9975924345551554
0.9240981391675532,0.997883840170958
0.9303705347527267,0.998119739955179
0.9366559842308972,0.9983348250525571
0.9429479606555665,0.9985429719209874
0.9493117334917206,0.9986817364999411
0.9556428715953815,0.9988482539946854
0.9619152671805549,0.9990841537789064
0.9682594591772131,0.9992367948157553
0.9746493397993616,0.9993478064789182
0.9809870048495213,0.9995073857447148
0.9873507776856754,0.9996461503236683
0.9936884427358349,0.999805729589465
1.0,1.0
1.0,1.0
